Species,Family,Order,Class,Common name
Procolobus verus,Cercopithecidae,Primates,Mammalia,Olive Colobus
Papio ursinus,Cercopithecidae,Primates,Mammalia,Chacma Baboon
Papio papio,Cercopithecidae,Primates,Mammalia,Guinea Baboon
Papio kindae,Cercopithecidae,Primates,Mammalia,Kinda Baboon
Papio cynocephalus,Cercopithecidae,Primates,Mammalia,Yellow Baboon
Theropithecus gelada,Cercopithecidae,Primates,Mammalia,Gelada
Trachypithecus johnii,Cercopithecidae,Primates,Mammalia,Nilgiri Langur
Trachypithecus vetulus,Cercopithecidae,Primates,Mammalia,Purple-faced Langur
Trachypithecus shortridgei,Cercopithecidae,Primates,Mammalia,Shortridge's Langur
Trachypithecus germaini,Cercopithecidae,Primates,Mammalia,Germain's Langur
Trachypithecus hatinhensis,Cercopithecidae,Primates,Mammalia,Hatinh Langur
Pygathrix cinerea,Cercopithecidae,Primates,Mammalia,Gray-shanked Douc
Pygathrix cinerea,Cercopithecidae,Primates,Mammalia,Gray-shanked Douc
Pygathrix nigripes,Cercopithecidae,Primates,Mammalia,Black-shanked Douc
Rhinopithecus bieti,Cercopithecidae,Primates,Mammalia,Black Snub-nosed Monkey
Rhinopithecus strykeri,Cercopithecidae,Primates,Mammalia,Myanmar Snub-nosed Monkey
Rhinopithecus bieti,Cercopithecidae,Primates,Mammalia,Black Snub-nosed Monkey
Rhinopithecus brelichi,Cercopithecidae,Primates,Mammalia,Gray Snub-nosed Monkey
Rhinopithecus bieti,Cercopithecidae,Primates,Mammalia,Black Snub-nosed Monkey
Rhinopithecus avunculus,Cercopithecidae,Primates,Mammalia,Tonkin Snub-nosed Monkey
Chlorocebus aethiops,Cercopithecidae,Primates,Mammalia,Grivet
Trachypithecus obscurus,Cercopithecidae,Primates,Mammalia,Dusky Langur
Colobus guereza,Cercopithecidae,Primates,Mammalia,Guereza
Macaca mulatta,Cercopithecidae,Primates,Mammalia,Rhesus Macaque
Papio hamadryas,Cercopithecidae,Primates,Mammalia,Hamadryas Baboon
Macaca fascicularis,Cercopithecidae,Primates,Mammalia,Crab-eating Macaque
Macaca thibetana,Cercopithecidae,Primates,Mammalia,Milne-Edwards's Macaque
Chlorocebus tantalus,Cercopithecidae,Primates,Mammalia,Tantalus Monkey
Chlorocebus pygerythrus,Cercopithecidae,Primates,Mammalia,Vervet Monkey
Piliocolobus badius,Cercopithecidae,Primates,Mammalia,Upper Guinea Red Colobus
Semnopithecus entellus,Cercopithecidae,Primates,Mammalia,Bengal Sacred Langur
Presbytis melalophos,Cercopithecidae,Primates,Mammalia,Black-crested Sumatran Langur
Rhinopithecus roxellana,Cercopithecidae,Primates,Mammalia,Golden Snub-nosed Monkey
Pygathrix nemaeus,Cercopithecidae,Primates,Mammalia,Douc langur
Nasalis larvatus,Cercopithecidae,Primates,Mammalia,Proboscis Monkey
Chlorocebus sabaeus,Cercopithecidae,Primates,Mammalia,Green Monkey
Macaca sylvanus,Cercopithecidae,Primates,Mammalia,Barbary Macaque
Cheirogaleus medius,Cheirogaleidae,Primates,Mammalia,Fat-tailed Dwarf Lemur
Daubentonia madagascariensis,Daubentoniidae,Primates,Mammalia,Aye-aye
Galago moholi,Galagidae,Primates,Mammalia,Moholi Bushbaby
Otolemur crassicaudatus,Galagidae,Primates,Mammalia,Brown Greater Galago
Galago senegalensis,Galagidae,Primates,Mammalia,Northern Lesser Galago
Homo sapiens,Hominidae,Primates,Mammalia,Human
Homo sapiens,Hominidae,Primates,Mammalia,Human
Homo heidelbergensis,Hominidae,Primates,Mammalia,hominoids
Homo sp.,Hominidae,Primates,Mammalia,hominoids
Pongo abelii,Hominidae,Primates,Mammalia,Sumatran Orangutan
Pongo pygmaeus,Hominidae,Primates,Mammalia,Bornean Orangutan
Gorilla gorilla,Hominidae,Primates,Mammalia,Western Gorilla
Pan paniscus,Hominidae,Primates,Mammalia,Bonobo
Pan troglodytes,Hominidae,Primates,Mammalia,Chimpanzee
Gorilla gorilla,Hominidae,Primates,Mammalia,Western Gorilla
Nomascus leucogenys,Hylobatidae,Primates,Mammalia,Northern White-cheeked Crested Gibbon
Nomascus gabriellae,Hylobatidae,Primates,Mammalia,Red-cheeked Gibbon
Nomascus siki,Hylobatidae,Primates,Mammalia,Southern White-cheeked Crested Gibbon
Symphalangus syndactylus,Hylobatidae,Primates,Mammalia,Siamang
Hylobates pileatus,Hylobatidae,Primates,Mammalia,Pileated Gibbon
Hylobates agilis,Hylobatidae,Primates,Mammalia,Agile Gibbon
Hylobates lar,Hylobatidae,Primates,Mammalia,Lar Gibbon
Indri indri,Indriidae,Primates,Mammalia,Indri
Propithecus edwardsi,Indriidae,Primates,Mammalia,Milne-Edwards' Sifaka
Propithecus diadema,Indriidae,Primates,Mammalia,Diademed Sifaka
Avahi laniger,Indriidae,Primates,Mammalia,Eastern Woolly Lemur
Propithecus coquereli,Indriidae,Primates,Mammalia,Coquerel's Sifaka
Eulemur rubriventer,Lemuridae,Primates,Mammalia,Red-bellied Lemur
Varecia variegata,Lemuridae,Primates,Mammalia,Black-and-white Ruffed Lemur
Prolemur simus,Lemuridae,Primates,Mammalia,Greater Bamboo Lemur
Hapalemur griseus,Lemuridae,Primates,Mammalia,Gray Bamboo Lemur
Eulemur rufus,Lemuridae,Primates,Mammalia,Red-fronted Lemur
Varecia variegata,Lemuridae,Primates,Mammalia,Black-and-white Ruffed Lemur
Eulemur macaco,Lemuridae,Primates,Mammalia,Black Lemur
Eulemur fulvus,Lemuridae,Primates,Mammalia,Brown Lemur
Eulemur fulvus,Lemuridae,Primates,Mammalia,Brown Lemur
Eulemur mongoz,Lemuridae,Primates,Mammalia,Mongoose Lemur
Lemur catta,Lemuridae,Primates,Mammalia,Ring-tailed Lemur
Lepilemur ruficaudatus,Lepilemuridae,Primates,Mammalia,Red-tailed Sportive Lemur
Lepilemur hubbardorum,Lepilemuridae,Primates,Mammalia,Zombitse Sportive Lemur
Nycticebus bengalensis,Lorisidae,Primates,Mammalia,Bengal Slow Loris
Loris lydekkerianus,Lorisidae,Primates,Mammalia,Gray Slender Loris
Loris tardigradus,Lorisidae,Primates,Mammalia,Red Slender Loris
Perodicticus potto,Lorisidae,Primates,Mammalia,Potto
Nycticebus coucang,Lorisidae,Primates,Mammalia,Slow Loris
Callicebus lugens,Pitheciidae,Primates,Mammalia,Black Titi
Chiropotes israelita,Pitheciidae,Primates,Mammalia,Red-backed Bearded Saki
Cacajao calvus,Pitheciidae,Primates,Mammalia,Bald Uacari
Callicebus cupreus,Pitheciidae,Primates,Mammalia,Coppery Titi
Chiropotes albinasus,Pitheciidae,Primates,Mammalia,Red-nosed Bearded Saki
Callicebus donacophilus,Pitheciidae,Primates,Mammalia,Bolivian titi
Tarsius wallacei,Tarsiidae,Primates,Mammalia,Wallace's Tarsier
Tarsius dentatus,Tarsiidae,Primates,Mammalia,Dian's Tarsier
Tarsius lariang,Tarsiidae,Primates,Mammalia,Lariang Tarsier
Tarsius syrichta,Tarsiidae,Primates,Mammalia,Philippine Tarsier
Tarsius bancanus,Tarsiidae,Primates,Mammalia,Horsfield's Tarsier
Loxodonta cyclotis,Elephantidae,Proboscidea,Mammalia,African Forest Elephant
Loxodonta africana,Elephantidae,Proboscidea,Mammalia,African Bush Elephant
Elephas maximus,Elephantidae,Proboscidea,Mammalia,Asian Elephant
Anomalurus sp.,Anomaluridae,Rodentia,Mammalia,Scaly-tailed Flying Squirrels
Heterocephalus glaber,Bathyergidae,Rodentia,Mammalia,Naked Mole-rat
Castor canadensis,Castoridae,Rodentia,Mammalia,American Beaver
Castor fiber,Castoridae,Rodentia,Mammalia,Eurasian Beaver
Cavia porcellus,Caviidae,Rodentia,Mammalia,Domesticated Guinea Pig
Chinchilla lanigera,Chinchillidae,Rodentia,Mammalia,Long-tailed Chinchilla
Allocricetulus eversmanni,Cricetidae,Rodentia,Mammalia,Eversmann's Hamster
Wiedomys cerradensis,Cricetidae,Rodentia,Mammalia,
Akodon montensis,Cricetidae,Rodentia,Mammalia,Montane Akodont
Cricetulus longicaudatus,Cricetidae,Rodentia,Mammalia,Lesser Long-tailed Hamster
Lasiopodomys mandarinus,Cricetidae,Rodentia,Mammalia,Mandarin Vole
Cricetulus kamensis,Cricetidae,Rodentia,Mammalia,Kam Dwarf Hamster
Myodes regulus,Cricetidae,Rodentia,Mammalia,Korean Red-backed Vole
Neodon irene,Cricetidae,Rodentia,Mammalia,Chinese Scrub Vole
Microtus fortis,Cricetidae,Rodentia,Mammalia,Reed Vole
Microtus fortis,Cricetidae,Rodentia,Mammalia,Reed Vole
Eothenomys chinensis,Cricetidae,Rodentia,Mammalia,Pratt's Vole
Proedromys liangshanensis,Cricetidae,Rodentia,Mammalia,
Mesocricetus auratus,Cricetidae,Rodentia,Mammalia,Golden Hamster
Tscherskia triton,Cricetidae,Rodentia,Mammalia,Greater Long-tailed Hamster
Cricetulus griseus,Cricetidae,Rodentia,Mammalia,Striped Dwarf Hamster
Microtus levis,Cricetidae,Rodentia,Mammalia,East European Vole
Microtus kikuchii,Cricetidae,Rodentia,Mammalia,Taiwan Vole
Ctenomys leucodon,Ctenomyidae,Rodentia,Mammalia,White-toothed Tuco-tuco
Ctenomys sociabilis,Ctenomyidae,Rodentia,Mammalia,Colonial Tuco-tuco
Jaculus jaculus,Dipodidae,Rodentia,Mammalia,Lesser Egyptian Jerboa
Proechimys longicaudatus,Echimyidae,Rodentia,Mammalia,Long-tailed Spiny-rat
Trinomys dimidiatus,Echimyidae,Rodentia,Mammalia,Soft-spined Atlantic Spiny-rat
Coendou insidiosus,Erethizontidae,Rodentia,Mammalia,
Glis glis,Gliridae,Rodentia,Mammalia,Fat Dormouse
Mus spretus,Muridae,Rodentia,Mammalia,Western Mediterranean Mouse
Leopoldamys edwardsi,Muridae,Rodentia,Mammalia,Edward's Leopoldamys
Mus fragilicauda,Muridae,Rodentia,Mammalia,Sheath-Tailed Mouse
Mus cookii,Muridae,Rodentia,Mammalia,Cook's Mouse
Mus cervicolor,Muridae,Rodentia,Mammalia,Fawn-colored Mouse
Mus caroli,Muridae,Rodentia,Mammalia,Ryukyu Mouse
Mus musculus,Muridae,Rodentia,Mammalia,House Mouse
Niviventer confucianus,Muridae,Rodentia,Mammalia,Confucian Niviventer
Acomys cahirinus,Muridae,Rodentia,Mammalia,Northeast African Spiny Mouse
Rattus niobe,Muridae,Rodentia,Mammalia,Eastern New Guinea Mountain Rat
Mus musculus,Muridae,Rodentia,Mammalia,House Mouse
Meriones unguiculatus,Muridae,Rodentia,Mammalia,Clawed Jird
Niviventer excelsior,Muridae,Rodentia,Mammalia,Sichuan Niviventer
Apodemus latronum,Muridae,Rodentia,Mammalia,Large-eared Field Mouse
Apodemus draco,Muridae,Rodentia,Mammalia,South China Field Mouse
Apodemus chevrieri,Muridae,Rodentia,Mammalia,Chevrier's Field Mouse
Apodemus chejuensis,Muridae,Rodentia,Mammalia,Field Mice
Apodemus agrarius,Muridae,Rodentia,Mammalia,Striped Field Mouse
Apodemus peninsulae,Muridae,Rodentia,Mammalia,Korean Field Mouse
Rattus leucopus,Muridae,Rodentia,Mammalia,Cape York Rat
Rattus sordidus,Muridae,Rodentia,Mammalia,Canefield Rat
Rattus fuscipes,Muridae,Rodentia,Mammalia,Australian Bush Rat
Rattus villosissimus,Muridae,Rodentia,Mammalia,Australian Long-haired Rat
Rattus tunneyi,Muridae,Rodentia,Mammalia,Australian Pale Field Rat
Rattus lutreolus,Muridae,Rodentia,Mammalia,Australian Swamp Rat
Pseudomys chapmani,Muridae,Rodentia,Mammalia,Western Pebble-mound Mouse
Leggadina lakedownensis,Muridae,Rodentia,Mammalia,Lakeland Downs Leggadina
Rattus norvegicus,Muridae,Rodentia,Mammalia,Brown Rat
Mus musculus,Muridae,Rodentia,Mammalia,House Mouse
Rattus praetor,Muridae,Rodentia,Mammalia,Large New Guinea Spiny Rat
Rattus exulans,Muridae,Rodentia,Mammalia,Little Rat
Mus musculus,Muridae,Rodentia,Mammalia,House Mouse
Rattus rattus,Muridae,Rodentia,Mammalia,Black Rat
Rattus tanezumi,Muridae,Rodentia,Mammalia,Oriental House Rat
Mus terricolor,Muridae,Rodentia,Mammalia,Earth-Colored mouse
Mus musculus,Muridae,Rodentia,Mammalia,House Mouse
Rattus norvegicus,Muridae,Rodentia,Mammalia,Brown Rat
Tympanoctomys barrerae,Octodontidae,Rodentia,Mammalia,Red Viscacha-rat
Octodon degus,Octodontidae,Rodentia,Mammalia,Degu
Spalacopus cyanus,Octodontidae,Rodentia,Mammalia,Coruro
Tamiops swinhoei,Sciuridae,Rodentia,Mammalia,Swinhoe's Striped Squirrel
Cynomys ludovicianus,Sciuridae,Rodentia,Mammalia,Arizona black-tailed prairie dog
Cynomys leucurus,Sciuridae,Rodentia,Mammalia,White-tailed Prairie Dog
Hylopetes phayrei,Sciuridae,Rodentia,Mammalia,Indochinese Flying Squirrel
Dremomys rufigenis,Sciuridae,Rodentia,Mammalia,Asian Red-cheeked Squirrel
Callosciurus erythraeus,Sciuridae,Rodentia,Mammalia,Pallas's Squirrel
Tamias sibiricus,Sciuridae,Rodentia,Mammalia,Siberian Chipmunk
Marmota himalayana,Sciuridae,Rodentia,Mammalia,Himalayan Marmot
Petaurista alborufus,Sciuridae,Rodentia,Mammalia,Red and White Giant Flying Squirrel
Ratufa bicolor,Sciuridae,Rodentia,Mammalia,Black Giant Squirrel
Petaurista hainana,Sciuridae,Rodentia,Mammalia,Giant Flying Squirrels
Pteromys volans,Sciuridae,Rodentia,Mammalia,Siberian Flying Squirrel
Sciurus vulgaris,Sciuridae,Rodentia,Mammalia,Eurasian Red Squirrel
Myospalax aspalax,Spalacidae,Rodentia,Mammalia,False Zokor
Rhizomys sinensis,Spalacidae,Rodentia,Mammalia,Chinese Bamboo Rat
Myospalax psilurus,Spalacidae,Rodentia,Mammalia,North China Zokor
Rhizomys pruinosus,Spalacidae,Rodentia,Mammalia,Hoary Bamboo Rat
Eospalax cansus,Spalacidae,Rodentia,Mammalia,
Nannospalax judaei,Spalacidae,Rodentia,Mammalia,Greater Blind Mole Rats
Nannospalax galili,Spalacidae,Rodentia,Mammalia,Greater Blind Mole Rats
Spalax carmeli,Spalacidae,Rodentia,Mammalia,Mt Carmel Blind Mole Rat
Nannospalax golani,Spalacidae,Rodentia,Mammalia,Greater Blind Mole Rats
Eospalax rothschildi,Spalacidae,Rodentia,Mammalia,Rothschild's Zokor
Eospalax baileyi,Spalacidae,Rodentia,Mammalia,
Nannospalax ehrenbergi,Spalacidae,Rodentia,Mammalia,Middle East Blind Mole Rat
Thryonomys swinderianus,Thryonomyidae,Rodentia,Mammalia,Greater Cane Rat
Tupaia belangeri,Tupaiidae,Scandentia,Mammalia,Northern Tree Shrew
Dugong dugon,Dugongidae,Sirenia,Mammalia,Dugong
Trichechus manatus,Trichechidae,Sirenia,Mammalia,Caribbean manatee
Episoriculus caudatus,Soricidae,Soricomorpha,Mammalia,Hodgson's Brown-toothed Shrew
Crocidura attenuata,Soricidae,Soricomorpha,Mammalia,Asian Gray Shrew
Neomys fodiens,Soricidae,Soricomorpha,Mammalia,Eurasian Water Shrew
Sorex tundrensis,Soricidae,Soricomorpha,Mammalia,Tundra Shrew
Sorex cylindricauda,Soricidae,Soricomorpha,Mammalia,Stripe-backed Shrew
Nectogale elegans,Soricidae,Soricomorpha,Mammalia,Elegant Water Shrew
Suncus murinus,Soricidae,Soricomorpha,Mammalia,Asian House Shrew
Anourosorex squamipes,Soricidae,Soricomorpha,Mammalia,Chinese Mole Shrew
Blarinella quadraticauda,Soricidae,Soricomorpha,Mammalia,Asiatic Short-tailed Shrew
Crocidura shantungensis,Soricidae,Soricomorpha,Mammalia,Asian Lesser White-toothed Shrew
Crocidura russula,Soricidae,Soricomorpha,Mammalia,Greater White-toothed Shrew
Sorex unguiculatus,Soricidae,Soricomorpha,Mammalia,Long-clawed Shrew
Episoriculus fumidus,Soricidae,Soricomorpha,Mammalia,Taiwan Brown-toothed Shrew
Scapanulus oweni,Talpidae,Soricomorpha,Mammalia,Gansu Mole
Uropsilus sp.,Talpidae,Soricomorpha,Mammalia,
Uropsilus soricipes,Talpidae,Soricomorpha,Mammalia,Chinese Shrew Mole
Urotrichus talpoides,Talpidae,Soricomorpha,Mammalia,Japanese Shrew Mole
Mogera wogura,Talpidae,Soricomorpha,Mammalia,Japanese Mole
Talpa europaea,Talpidae,Soricomorpha,Mammalia,European Mole
Galemys pyrenaicus,Talpidae,Soricomorpha,Mammalia,Pyrenean Desman
Orycteropus afer,Orycteropodidae,Tubulidentata,Mammalia,Aardvark
Argulus americanus,Argulidae,Arguloida,Maxillopoda,American fishlouse
Calanus hyperboreus,Calanidae,Calanoida,Maxillopoda,
Lernaea cyprinacea,Lernaeidae,Cyclopoida,Maxillopoda,anchor worm
Amphiascoides atopus,Diosaccidae,Harpacticoida,Maxillopoda,
Tigriopus californicus,Harpacticidae,Harpacticoida,Maxillopoda,
Tigriopus japonicus,Harpacticidae,Harpacticoida,Maxillopoda,
Lepas anserifera,Lepadidae,Pedunculata,Maxillopoda,goose barnacle
Lepas australis,Lepadidae,Pedunculata,Maxillopoda,
Pollicipes polymerus,Pollicipedidae,Pedunculata,Maxillopoda,leaf barnacle
Balanus balanus,Balanidae,Sessilia,Maxillopoda,
Megabalanus ajax,Balanidae,Sessilia,Maxillopoda,
Megabalanus volcano,Balanidae,Sessilia,Maxillopoda,
Chthamalus antennatus,Chthamalidae,Sessilia,Maxillopoda,
Tetraclita japonica,Tetraclitidae,Sessilia,Maxillopoda,
Lepeophtheirus salmonis,Caligidae,Siphonostomatoida,Maxillopoda,salmon louse
Pandarus rhincodonicus,Pandaridae,Siphonostomatoida,Maxillopoda,
Carcinoscorpius rotundicauda,Limulidae,Xiphosura,Merostomata,
Tachypleus tridentatus,Limulidae,Xiphosura,Merostomata,
Limulus polyphemus,Limulidae,Xiphosura,Merostomata,
Brachionus plicatilis,Brachionidae,Ploima,Monogonta,
Eptatretus burgeri,Myxinidae,Myxiniformes,Myxini,
Myxine glutinosa,Myxinidae,Myxiniformes,Myxini,Atlantic hagfish
Ophiacantha linea,Ophiacanthidae,Ophiurida,Ophiuroidea,
Ophiopholis aculeata,Ophiactidae,Ophiurida,Ophiuroidea,
Ophiocomina nigra,Ophiocomidae,Ophiurida,Ophiuroidea,
Ophiura lutkeni,Ophiuridae,Ophiurida,Ophiuroidea,
Ophiura albida,Ophiuridae,Ophiurida,Ophiuroidea,
Vargula hilgendorfii,Cypridinidae,Myodocopida,Ostracoda,
Echinorhynchus truttae,Echinorhynchidae,Echinorhynchida,Palaeacanthocephala,
Leptorhynchoides thecatus,Rhadinorhynchidae,Echinorhynchida,Palaeacanthocephala,
Southwellina hispida,Polymorphidae,Polymorphida,Palaeacanthocephala,
Phascolosoma esculenta,Phascolosomatidae,Phascolosomatiformes,Phascolosomatidea,
Cryptochiton stelleri,Acanthochitonidae,Chitonida,Polyplacophora,giant Pacific chiton
Nuttallina californica,Ischnochitonidae,Chitonida,Polyplacophora,
Cyanoplax caverna,Ischnochitonidae,Chitonida,Polyplacophora,
Katharina tunicata,Mopaliidae,Chitonida,Polyplacophora,black katy
Acerentomon microrhinus,Acerentomidae,Protura,Protura,
Acerella muscorum,Acerentomidae,Protura,Protura,
Sinentomon erythranum,Sinentomidae,Protura,Protura,
Ammothea carolinensis,Ammotheidae,Pantopoda,Pycnogonida,
Achelia bituberculata,Ammotheidae,Pantopoda,Pycnogonida,
Nymphon gracile,Nymphonidae,Pantopoda,Pycnogonida,
Tanystylum orbiculare,Tanystylidae,Pantopoda,Pycnogonida,
Alligator sinensis,Alligatoridae,Crocodilia,Reptilia,Chinese Alligator
Alligator mississippiensis,Alligatoridae,Crocodilia,Reptilia,Aligator americano
Paleosuchus trigonatus,Alligatoridae,Crocodilia,Reptilia,Schneider's Smooth-fronted Caiman
Paleosuchus palpebrosus,Alligatoridae,Crocodilia,Reptilia,Cuvier's Smooth-fronted Caiman
Caiman crocodilus,Alligatoridae,Crocodilia,Reptilia,Common Caiman
Crocodylus rhombifer,Crocodylidae,Crocodilia,Reptilia,Cuban Crocodile
Crocodylus novaeguineae,Crocodylidae,Crocodilia,Reptilia,New Guinea crocodile
Crocodylus intermedius,Crocodylidae,Crocodilia,Reptilia,Orinoco Crocodile
Crocodylus acutus,Crocodylidae,Crocodilia,Reptilia,American Crocodile
Crocodylus johnsoni,Crocodylidae,Crocodilia,Reptilia,Australian Freshwater Crocodile
Crocodylus moreletii,Crocodylidae,Crocodilia,Reptilia,Belize Crocodile
Crocodylus palustris,Crocodylidae,Crocodilia,Reptilia,Marsh Crocodile
Crocodylus mindorensis,Crocodylidae,Crocodilia,Reptilia,Mindoro crocodile
Mecistops cataphractus,Crocodylidae,Crocodilia,Reptilia,African Gavial
Osteolaemus tetraspis,Crocodylidae,Crocodilia,Reptilia,African Dwarf Crocodile
Crocodylus siamensis,Crocodylidae,Crocodilia,Reptilia,Siamese Crocodile
Crocodylus porosus,Crocodylidae,Crocodilia,Reptilia,Estuarine Crocodile
Crocodylus niloticus,Crocodylidae,Crocodilia,Reptilia,Mamba
Tomistoma schlegelii,Gavialidae,Crocodilia,Reptilia,False Gavial
Gavialis gangeticus,Gavialidae,Crocodilia,Reptilia,Gavial
Sphenodon punctatus,Sphenodontidae,Rhynchocephalia,Reptilia,Tuatara
Acrochordus granulatus,Acrochordidae,Squamata,Reptilia,
Phrynocephalus forsythii,Agamidae,Squamata,Reptilia,
Phrynocephalus grumgrzimailoi,Agamidae,Squamata,Reptilia,
Phrynocephalus helioscopus,Agamidae,Squamata,Reptilia,
Phrynocephalus guinanensis,Agamidae,Squamata,Reptilia,
Phrynocephalus versicolor,Agamidae,Squamata,Reptilia,
Phrynocephalus putjatai,Agamidae,Squamata,Reptilia,
Phrynocephalus mystaceus,Agamidae,Squamata,Reptilia,
Phrynocephalus przewalskii,Agamidae,Squamata,Reptilia,
Phrynocephalus axillaris,Agamidae,Squamata,Reptilia,
Uromastyx benti,Agamidae,Squamata,Reptilia,
Hydrosaurus amboinensis,Agamidae,Squamata,Reptilia,
Calotes versicolor,Agamidae,Squamata,Reptilia,Calotes
Chlamydosaurus kingii,Agamidae,Squamata,Reptilia,
Amphisbaena schmidti,Amphisbaenidae,Squamata,Reptilia,Schmidt's Worm Lizard
Ophisaurus harti,Anguidae,Squamata,Reptilia,Glass Lizards
Abronia graminea,Anguidae,Squamata,Reptilia,Lagarto-alicante terrestre
Anguis fragilis,Anguidae,Squamata,Reptilia,
Anilius scytale,Aniliidae,Squamata,Reptilia,Red Pipe Snake
Bipes canaliculatus,Bipedidae,Squamata,Reptilia,Lagartija-topo cuatro dedos
Bipes tridactylus,Bipedidae,Squamata,Reptilia,Lagartija-topo tres dedos
Bipes biporus,Bipedidae,Squamata,Reptilia,Lagartija-topo cinco dedos
Boa constrictor,Boidae,Squamata,Reptilia,Boa Constrictor
Brookesia decaryi,Chamaeleonidae,Squamata,Reptilia,
Kinyongia fischeri,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo calcaricarens,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo arabicus,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo zeylanicus,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo monachus,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo dilepis,Chamaeleonidae,Squamata,Reptilia,Flap-neck Chameleon
Chamaeleo chamaeleon,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo africanus,Chamaeleonidae,Squamata,Reptilia,
Chamaeleo calyptratus,Chamaeleonidae,Squamata,Reptilia,Cone-headed Chameleon
Furcifer oustaleti,Chamaeleonidae,Squamata,Reptilia,
Elaphe davidi,Colubridae,Squamata,Reptilia,Corn Snakes
Elaphe bimaculata,Colubridae,Squamata,Reptilia,Corn Snakes
Hypsiglena unaocularus,Colubridae,Squamata,Reptilia,Night Snakes
Nerodia sipedon,Colubridae,Squamata,Reptilia,Northern Water Snake
Hypsiglena torquata,Colubridae,Squamata,Reptilia,Culebra-nocturna ojo de gato
